,Date,Store Number,City,Zip Code,County Number,County,Category,Category Name,Vendor Number,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
183399,08/18/2015,5176,CEDAR RAPIDS,52405,57.0,Linn,1012100.0,CANADIAN WHISKIES,115,11773,Black Velvet,200,$1.56,$2.34,48,$112.32,9.6,2.54
26662,04/29/2015,3722,SIOUX CITY,51106,97.0,Woodbury,1031080.0,VODKA 80 PROOF,380,37348,Phillips Vodka,1750,$7.60,$11.40,12,$136.80,21.0,5.55
170070,01/27/2016,5169,Des Moines,50313,77.0,Polk,1012100.0,CANADIAN WHISKIES,115,11788,Black Velvet,1750,$10.45,$15.68,2,$31.36,3.5,0.92
212379,01/29/2015,5032,DES MOINES,50314,77.0,Polk,1031080.0,VODKA 80 PROOF,205,36968,New Amsterdam Vodka,375,$3.50,$5.25,12,$63.00,4.5,1.19
99241,07/09/2015,5043,WATERLOO,50702,7.0,Black Hawk,1011100.0,BLENDED WHISKIES,297,23824,Five Star,375,$2.00,$3.00,24,$72.00,9.0,2.38
132357,12/28/2015,5092,WEST DES MOINES,50265,77.0,Polk,1031080.0,VODKA 80 PROOF,205,36969,New Amsterdam Vodka,750,$6.90,$10.35,12,$124.20,9.0,2.38
67493,07/21/2015,4346,SHELLSBURG,52332,6.0,Benton,1032200.0,IMPORTED VODKA - MISC,370,34029,Absolut Citron (lemon Vodka),1000,$12.49,$18.74,3,$56.22,3.0,0.79
62335,03/31/2015,2620,WINDSOR HEIGHTS,50311,77.0,Polk,1012200.0,SCOTCH WHISKIES,370,9426,Passport Scotch,750,$6.99,$10.49,2,$20.98,1.5,0.4
242566,03/10/2015,2661,SHELDON,51201,71.0,O'Brien,1031080.0,VODKA 80 PROOF,297,35918,Five O'clock Vodka,1750,$7.20,$10.80,12,$129.60,21.0,5.55
4434,12/21/2015,2604,LEMARS,51031,75.0,Plymouth,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,259,65191,Hpnotiq Mini,600,$12.44,$18.66,1,$18.66,0.6,0.16
185915,07/08/2015,2623,SIOUX CITY,51104,97.0,Woodbury,1081600.0,WHISKEY LIQUEUR,85,86886,Southern Comfort,750,$9.85,$14.78,12,$177.36,9.0,2.38
8367,05/11/2015,2507,BURLINGTON,52601,29.0,Des Moines,1031200.0,VODKA FLAVORED,380,40403,UV Peach,750,$6.50,$9.75,3,$29.25,2.25,0.59
195171,04/28/2015,2619,WEST DES MOINES,50266,77.0,Polk,1081312.0,BUTTERSCOTCH SCHNAPPS,65,82780,Dekuyper Buttershots Schnapps Traveler,750,$6.30,$9.45,3,$28.35,2.25,0.59
258325,01/21/2015,4444,SLOAN,51055,97.0,Woodbury,1031080.0,VODKA 80 PROOF,434,36308,Hawkeye Vodka,1750,$7.17,$10.76,12,$129.12,21.0,5.55
27516,12/01/2015,4285,NEW HAMPTON,50659,19.0,Chickasaw,1011200.0,STRAIGHT BOURBON WHISKIES,294,19019,Jesse James Bourbon,750,$9.52,$14.28,4,$57.12,3.0,0.79
114043,05/14/2015,4847,LECLAIRE,52753,82.0,Scott,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45247,Paramount Gold Rum,1000,$4.34,$6.51,12,$78.12,12.0,3.17
235093,12/01/2015,2508,CEDAR RAPIDS,52405,57.0,Linn,1081700.0,DISTILLED SPIRITS SPECIALTY,208,27439,Tim Smith's Climax Moonshine,750,$17.50,$26.25,6,$157.50,4.5,1.19
73296,11/10/2015,3963,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1011100.0,BLENDED WHISKIES,65,24466,Kessler Blend Whiskey Traveler,750,$5.51,$8.27,6,$49.62,4.5,1.19
35155,04/09/2015,5102,MOUNT VERNON,52314,57.0,Linn,1032200.0,IMPORTED VODKA - MISC,395,35964,Three Olives Loopy Flavored Vodka,750,$9.96,$14.94,3,$44.82,2.25,0.59
150619,03/01/2016,2666,ANKENY,50023,77.0,Polk,1012300.0,IRISH WHISKIES,370,903550,Aberlour 16yr Scotch,750,$34.99,$52.49,6,$314.94,4.5,1.19
5345,06/23/2015,4171,CASCADE,52033,31.0,Dubuque,1012100.0,CANADIAN WHISKIES,115,11788,Black Velvet,1750,$10.45,$15.68,12,$188.16,21.0,5.55
251263,10/27/2015,5140,CHEROKEE,51012,18.0,Cherokee,1012100.0,CANADIAN WHISKIES,115,11788,Black Velvet,1750,$9.45,$14.68,24,$352.32,42.0,11.1
80847,05/11/2015,3663,WATERLOO,50702,7.0,Black Hawk,1031200.0,VODKA FLAVORED,380,41693,Uv Blue (raspberry) Vodka,750,$6.50,$9.75,24,$234.00,18.0,4.76
86690,03/03/2015,3728,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1081200.0,CREAM LIQUEURS,300,65199,Tequila Rose Liqueur,1000,$10.51,$15.77,3,$47.31,3.0,0.79
86671,01/07/2016,2671,JEFFERSON,50129,37.0,Greene,1062310.0,SPICED RUM,259,43026,Admiral Nelson Spiced Rum,750,$5.78,$8.67,12,$104.04,9.0,2.38
250636,04/02/2015,9002,LECLAIRE,52753,82.0,Scott,1011100.0,BLENDED WHISKIES,306,27636,Stone Fence Apple Cider Whiskey,375,$9.09,$13.64,24,$327.36,9.0,2.38
231428,02/17/2015,4247,BELMOND,50421,,,1031200.0,VODKA FLAVORED,260,77648,Smirnoff Citrus,1000,$9.25,$13.88,1,$13.88,1.0,0.26
268565,09/02/2015,5172,CEDAR RAPIDS,52404,57.0,Linn,1032080.0,IMPORTED VODKA,260,34197,Ciroc Luxury Vodka,375,$9.25,$13.88,12,$166.56,4.5,1.19
194186,08/19/2015,3721,DECORAH,52101,96.0,Winneshiek,1062300.0,FLAVORED RUM,260,43410,Captain Morgan Parrot Bay Coconut,750,$7.49,$11.24,12,$134.88,9.0,2.38
223448,03/16/2015,4312,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1031200.0,VODKA FLAVORED,205,40594,New Amsterdam Peach,750,$6.90,$10.35,2,$20.70,1.5,0.4
82611,12/14/2015,5001,INDEPENDENCE,50644,10.0,Buchanan,1081390.0,IMPORTED SCHNAPPS,421,69631,Dr. Mcgillicuddy's Cherry Mini,500,$4.96,$7.44,1,$7.44,0.5,0.13
130207,03/09/2015,3562,WEST BURLINGTON,52655,29.0,Des Moines,1062310.0,SPICED RUM,259,43028,Admiral Nelson Spiced Rum,1750,$11.55,$17.33,6,$103.98,10.5,2.77
173115,03/03/2015,4608,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1062300.0,FLAVORED RUM,370,42716,Malibu Coconut Rum,750,$7.49,$11.24,2,$22.48,1.5,0.4
262660,04/27/2015,2628,ELDORA,50627,42.0,Hardin,1041100.0,AMERICAN DRY GINS,65,30238,Gilbey's Gin London Dry,1750,$10.49,$15.74,6,$94.44,10.5,2.77
56238,07/07/2015,4573,HAMBURG,51640,36.0,Fremont,1062310.0,SPICED RUM,260,43334,Captain Morgan Spiced Rum,375,$5.00,$7.50,48,$360.00,18.0,4.76
135908,12/09/2015,2637,DAVENPORT,52804,82.0,Scott,1031200.0,VODKA FLAVORED,259,41279,Burnett's Grape Vodka,750,$3.82,$6.06,12,$72.72,9.0,2.38
227940,01/28/2016,2130,WATERLOO,50703,7.0,Black Hawk,1022100.0,TEQUILA,65,89787,Sauza Gold,1000,$11.55,$17.33,12,$207.96,12.0,3.17
143070,07/13/2015,4874,MOUNT PLEASANT,52641,44.0,Henry,1031080.0,VODKA 80 PROOF,434,36307,Hawkeye Vodka,1000,$4.05,$6.08,3,$18.24,3.0,0.79
268766,03/26/2015,4988,CEDAR FALLS,50613,7.0,Black Hawk,1011100.0,BLENDED WHISKIES,125,27478,Cedar Ridge Unaged Whiskey,750,$13.17,$19.76,1,$19.76,0.75,0.2
174975,10/21/2015,2670,CORALVILLE,52241,52.0,Johnson,1042100.0,IMPORTED DRY GINS,370,28795,Plymouth Gin,750,$17.49,$26.24,6,$157.44,4.5,1.19
169420,08/12/2015,2625,DAVENPORT,52804,82.0,Scott,1062310.0,SPICED RUM,260,43333,Captain Morgan Spiced Rum Pet,200,$2.13,$3.20,4,$12.80,0.8,0.21
43837,09/23/2015,4273,DES MOINES,50317,77.0,Polk,1031080.0,VODKA 80 PROOF,55,37936,Skol Vodka,750,$3.64,$5.46,1,$5.46,0.75,0.2
15465,03/18/2015,2543,OTTUWMA,52501,90.0,Wapello,1052010.0,IMPORTED GRAPE BRANDIES,420,48105,Hennessy VS,375,$9.99,$14.99,4,$59.96,1.5,0.4
216607,07/30/2015,2593,CARROLL,51401,14.0,Carroll,1022100.0,TEQUILA,434,89447,La Prima Tequila/gold,1000,$6.59,$9.89,12,$118.68,12.0,3.17
203699,11/09/2015,3525,WASHINGTON,52353,92.0,Washington,1022100.0,TEQUILA,410,88296,Patron Tequila Silver,750,$27.00,$40.50,2,$81.00,1.5,0.4
180206,06/08/2015,2613,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1032080.0,IMPORTED VODKA,35,34433,Grey Goose Vodka,750,$18.49,$27.74,12,$332.88,9.0,2.38
136640,09/09/2015,2500,AMES,50010,85.0,Story,1012100.0,CANADIAN WHISKIES,115,10548,Black Velvet Toasted Caramel,1750,$12.99,$19.49,6,$116.94,10.5,2.77
146271,03/23/2015,4312,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1062300.0,FLAVORED RUM,35,43095,Bacardi Mango Fusion,750,$8.50,$12.75,1,$12.75,0.75,0.2
40888,06/18/2015,2635,DAVENPORT,52807,82.0,Scott,1062300.0,FLAVORED RUM,65,44499,Cruzan Mango Rum,750,$6.83,$10.25,3,$30.75,2.25,0.59
253158,11/04/2015,3943,NEVADA,50201,85.0,Story,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,45248,Paramount Gold Rum,1750,$7.84,$11.76,6,$70.56,10.5,2.77
261358,08/17/2015,2512,IOWA CITY,52240,52.0,Johnson,1011200.0,STRAIGHT BOURBON WHISKIES,65,19063,Jim Beam,200,$3.41,$5.12,8,$40.96,1.6,0.42
235862,05/26/2015,2509,CEDAR RAPIDS,52404,57.0,Linn,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322,75208,Kinky Liqueur Mini,500,$7.47,$11.21,6,$67.26,3.0,0.79
99539,08/26/2015,2200,SAC CITY,50583,81.0,Sac,1031080.0,VODKA 80 PROOF,55,37937,Skol Vodka,1000,$4.42,$6.63,12,$79.56,12.0,3.17
87002,01/07/2015,3952,BETTENDORF,52722,82.0,Scott,1011100.0,BLENDED WHISKIES,65,22787,Beam's 8 Star Bl Whiskey,1000,$4.46,$6.69,12,$80.28,12.0,3.17
99742,11/18/2015,2576,STORM LAKE,50588,11.0,Buena Vista,1081390.0,IMPORTED SCHNAPPS,421,69638,Dr. Mcgillicuddy's Cherry Schnapps,1750,$14.66,$21.99,2,$43.98,3.5,0.92
37987,06/09/2015,4395,ELLSWORTH,50075,40.0,Hamilton,1011300.0,TENNESSEE WHISKIES,85,26821,Jack Daniels Old #7 Black Lbl Mini,500,$9.06,$13.59,1,$13.59,0.5,0.13
207074,04/21/2015,2651,WAVERLY,50677,9.0,Bremer,1012100.0,CANADIAN WHISKIES,55,12407,Canadian Ltd Whisky,1000,$5.50,$8.25,12,$99.00,12.0,3.17
26036,07/15/2015,3776,DAVENPORT,52806,82.0,Scott,1012100.0,CANADIAN WHISKIES,65,15248,Windsor Canadian Pet,1750,$9.18,$13.77,6,$82.62,10.5,2.77
58613,11/16/2015,2650,HARLAN,51537,83.0,Shelby,1062300.0,FLAVORED RUM,370,42717,Malibu Coconut Rum,1000,$10.49,$15.74,12,$188.88,12.0,3.17
38844,06/10/2015,2502,ANKENY,50021,77.0,Polk,1012300.0,IRISH WHISKIES,370,15628,Jameson,1750,$28.49,$42.74,6,$256.44,10.5,2.77
41557,06/30/2015,2512,IOWA CITY,52240,52.0,Johnson,1011200.0,STRAIGHT BOURBON WHISKIES,85,22216,Woodford Reserve Bourbon,750,$21.02,$31.53,48,$1513.44,36.0,9.51
265924,06/08/2015,4633,CARTER LAKE,51510,78.0,Pottawattamie,1081600.0,WHISKEY LIQUEUR,260,67266,Yukon Jack Canadian Liqueur,750,$9.25,$13.88,1,$13.88,0.75,0.2
82356,12/28/2015,3390,MILFORD,51351,30.0,Dickinson,1062300.0,FLAVORED RUM,35,43137,Bacardi Limon,1000,$9.50,$14.25,12,$171.00,12.0,3.17
29293,01/13/2015,4171,CASCADE,52033,31.0,Dubuque,1012100.0,CANADIAN WHISKIES,115,11788,Black Velvet,1750,$10.45,$15.68,18,$282.24,31.5,8.32
81828,07/16/2015,2663,URBANDALE,50322,77.0,Polk,1012100.0,CANADIAN WHISKIES,115,11786,Black Velvet Traveler,750,$5.23,$7.85,12,$94.20,9.0,2.38
13685,03/22/2016,3963,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1051110.0,BLACKBERRY BRANDIES,434,55088,Paramount Blackberry Brandy,1750,$11.29,$16.94,6,$101.64,10.5,2.77
43684,07/30/2015,2633,DES MOINES,50320,77.0,Polk,1032080.0,IMPORTED VODKA,115,34820,Svedka Vodka,750,$8.25,$12.38,12,$148.56,9.0,2.38
244259,08/12/2015,3881,MARSHALLTOWN,50158,64.0,Marshall,1011200.0,STRAIGHT BOURBON WHISKIES,65,19477,Maker's Mark,1000,$22.04,$33.06,6,$198.36,6.0,1.59
41325,07/20/2015,2539,IOWA FALLS,50126,42.0,Hardin,1032080.0,IMPORTED VODKA,260,34856,Tanqueray Sterling Vodka,750,$7.00,$10.50,12,$126.00,9.0,2.38
47676,03/03/2016,5063,WATERLOO,50703,7.0,Black Hawk,1031080.0,VODKA 80 PROOF,55,35318,Barton Vodka,1750,$6.92,$10.38,6,$62.28,10.5,2.77
112081,11/23/2015,2614,DAVENPORT,52807,82.0,Scott,1022100.0,TEQUILA,395,89206,1800 Reposado Tequila,750,$15.46,$23.19,3,$69.57,2.25,0.59
253874,08/31/2015,4967,BLUE GRASS,52726,82.0,Scott,1011200.0,STRAIGHT BOURBON WHISKIES,65,19096,Jim Beam Traveler,750,$10.49,$15.74,5,$78.70,3.75,0.99
74559,07/29/2015,2505,BOONE,50036,8.0,Boone,1042100.0,IMPORTED DRY GINS,35,28236,Bombay Sapphire Gin,750,$13.50,$20.25,12,$243.00,9.0,2.38
230622,06/22/2015,4897,BURLINGTON,52601,29.0,Des Moines,1012100.0,CANADIAN WHISKIES,115,11771,Black Velvet Mini,600,$6.80,$10.20,4,$40.80,2.4,0.63
157026,02/04/2015,3869,CORALVILLE,52241,52.0,Johnson,1012100.0,CANADIAN WHISKIES,260,10818,Crown Royal Maple,750,$15.00,$22.50,2,$45.00,1.5,0.4
158609,08/31/2015,2560,MARION,52302,57.0,Linn,1081600.0,WHISKEY LIQUEUR,421,64858,Fireball Cinnamon Whiskey Mini Dispenser,3000,$29.72,$44.58,2,$89.16,6.0,1.59
10660,01/11/2016,2506,BURLINGTON,52601,29.0,Des Moines,1011200.0,STRAIGHT BOURBON WHISKIES,421,16518,Ancient Age Bourbon,1750,$11.80,$17.70,12,$212.40,21.0,5.55
96443,04/15/2015,4509,AMES,50010,85.0,Story,1012100.0,CANADIAN WHISKIES,434,13036,Canadian Reserve Whisky,750,$4.26,$6.39,12,$76.68,9.0,2.38
28789,09/08/2015,3695,REMSEN,51050,75.0,Plymouth,1012100.0,CANADIAN WHISKIES,115,10548,Black Velvet Toasted Caramel,1750,$12.99,$19.49,6,$116.94,10.5,2.77
52091,08/13/2015,4638,DAVENPORT,52804,82.0,Scott,1012100.0,CANADIAN WHISKIES,260,11294,Crown Royal Canadian Whisky,375,$7.75,$11.63,24,$279.12,9.0,2.38
193831,08/03/2015,4303,MEDIAPOLIS,52637,29.0,Des Moines,1012100.0,CANADIAN WHISKIES,55,12408,Canadian Ltd Whisky,1750,$9.14,$13.71,2,$27.42,3.5,0.92
202601,03/04/2015,2512,IOWA CITY,52240,52.0,Johnson,1031200.0,VODKA FLAVORED,259,40331,Deep Eddy Sweet Tea,750,$9.00,$13.50,6,$81.00,4.5,1.19
59624,12/01/2015,4585,FARLEY,52046,31.0,Dubuque,1062310.0,SPICED RUM,259,43026,Admiral Nelson Spiced Rum,750,$5.78,$8.67,6,$52.02,4.5,1.19
150408,04/06/2015,2567,DAVENPORT,52806,82.0,Scott,1012100.0,CANADIAN WHISKIES,65,10626,Canadian Club Whisky,750,$7.88,$11.82,12,$141.84,9.0,2.38
213559,12/21/2015,2556,ESTHERVILLE,51334,32.0,Emmet,1011200.0,STRAIGHT BOURBON WHISKIES,65,27410,Jim Beam Honey,750,$10.49,$15.74,1,$15.74,0.75,0.2
67097,03/12/2015,4140,DES MOINES,50313,77.0,Polk,1031080.0,VODKA 80 PROOF,421,36974,Nikolai Vodka,375,$1.71,$2.57,24,$61.68,9.0,2.38
99013,11/10/2015,3728,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,43121,Bacardi Superior Rum Mini,500,$5.54,$8.31,2,$16.62,1.0,0.26
137028,01/27/2016,3980,IOWA CITY,52246,52.0,Johnson,1032080.0,IMPORTED VODKA,420,34155,Belvedere Vodka,750,$17.15,$25.73,6,$154.38,4.5,1.19
59832,02/10/2016,3762,WINDSOR HEIGHTS,50322,77.0,Polk,1081600.0,WHISKEY LIQUEUR,85,86883,Southern Comfort,200,$2.64,$3.96,1,$3.96,0.2,0.05
247937,03/30/2016,2603,BETTENDORF,52722,82.0,Scott,1022100.0,TEQUILA,65,89846,Tres Generaciones Anejo,750,$21.00,$31.50,1,$31.50,0.75,0.2
18073,03/30/2016,3722,SIOUX CITY,51106,97.0,Woodbury,1071100.0,AMERICAN COCKTAILS,395,58875,Jose Cuervo Golden Margarita,1750,$10.50,$15.75,6,$94.50,10.5,2.77
266975,03/31/2015,3390,MILFORD,51351,30.0,Dickinson,1012100.0,CANADIAN WHISKIES,65,15244,Windsor Canadian Supreme Whisky,375,$2.90,$4.35,3,$13.05,1.12,0.3
43083,06/09/2015,3654,BELMOND,50421,99.0,Wright,1031080.0,VODKA 80 PROOF,260,37997,Smirnoff Vodka 80 Prf,1000,$9.25,$13.88,24,$333.12,24.0,6.34
234391,01/25/2016,5013,BETTENDORF,52722,82.0,Scott,1031080.0,VODKA 80 PROOF,434,36304,Hawkeye Vodka,375,$1.86,$2.79,24,$66.96,9.0,2.38
115334,10/28/2015,5009,CORALVILLE,52241,52.0,Johnson,1052010.0,IMPORTED GRAPE BRANDIES,65,47786,Courvoisier Vs Cognac,750,$14.75,$22.63,3,$67.89,2.25,0.59
203866,01/06/2015,4015,AMES,50010,85.0,Story,1012100.0,CANADIAN WHISKIES,55,12408,Canadian Ltd Whisky,1750,$9.14,$13.71,6,$82.26,10.5,2.77
205599,01/13/2016,3990,OSKALOOSA,52577,62.0,Mahaska,1022100.0,TEQUILA,395,89191,Jose Cuervo Especial Reposado Tequila Mini,500,$11.50,$17.25,1,$17.25,0.5,0.13
124320,06/02/2015,2644,FORT DODGE,50501,94.0,Webster,1022100.0,TEQUILA,410,88296,Patron Tequila Silver,750,$27.00,$40.50,12,$486.00,9.0,2.38
74762,11/30/2015,4379,WEST DES MOINES,50266,77.0,Polk,1081600.0,WHISKEY LIQUEUR,421,64866,Fireball Cinnamon Whiskey,750,$8.98,$13.47,12,$161.64,9.0,2.38
219691,01/19/2016,3942,TOLEDO,52342,86.0,Tama,1011300.0,TENNESSEE WHISKIES,85,26821,Jack Daniels Old #7 Black Lbl Mini,500,$9.06,$13.59,1,$13.59,0.5,0.13
112247,01/21/2015,2603,BETTENDORF,52722,82.0,Scott,1081600.0,WHISKEY LIQUEUR,259,86796,Southern Host Whiskey Liqueur,750,$5.37,$8.06,3,$24.18,2.25,0.59
5973,11/18/2015,3721,DECORAH,52101,96.0,Winneshiek,1081200.0,CREAM LIQUEURS,260,68022,Bailey's Salted Caramel,750,$13.49,$20.24,12,$242.88,9.0,2.38
236045,05/11/2015,2538,WATERLOO,50702,7.0,Black Hawk,1051010.0,AMERICAN GRAPE BRANDIES,259,52316,Christian Bros Brandy,750,$5.42,$8.38,12,$100.56,9.0,2.38
96742,12/29/2015,2587,JOHNSTON,50131,77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65,19063,Jim Beam,200,$3.41,$5.12,2,$10.24,0.4,0.11
25938,03/10/2016,2635,DAVENPORT,52807,82.0,Scott,1051010.0,AMERICAN GRAPE BRANDIES,85,52835,Korbel Brandy Pet,1750,$11.33,$17.00,6,$102.00,10.5,2.77
231629,03/28/2016,4619,FORT MADISON,52627,56.0,Lee,1031200.0,VODKA FLAVORED,380,41783,Uv Blue Raspberry Vodka Mini,500,$4.89,$7.34,2,$14.68,1.0,0.26
173067,12/22/2015,4129,AMES,50010,85.0,Story,1062300.0,FLAVORED RUM,65,44456,Cruzan Raspberry Rum,750,$6.83,$10.25,2,$20.50,1.5,0.4
35342,12/01/2015,3629,COUNCIL BLUFFS,51503,78.0,Pottawattamie,1011100.0,BLENDED WHISKIES,65,24458,Kessler Blend Whiskey,1750,$11.02,$16.53,6,$99.18,10.5,2.77
50304,01/15/2015,4787,SWISHER,52338,52.0,Johnson,1012100.0,CANADIAN WHISKIES,115,11776,Black Velvet,750,$5.23,$7.85,24,$188.40,18.0,4.76
120041,02/24/2016,2622,IOWA CITY,52240,52.0,Johnson,1081200.0,CREAM LIQUEURS,260,68022,Bailey's Salted Caramel,750,$12.50,$18.75,3,$56.25,2.25,0.59
121329,02/01/2016,2506,BURLINGTON,52601,29.0,Des Moines,1031080.0,VODKA 80 PROOF,260,37997,Smirnoff Vodka 80 Prf,1000,$9.25,$13.88,12,$166.56,12.0,3.17
110323,02/10/2015,3963,COUNCIL BLUFFS,51501,78.0,Pottawattamie,1032080.0,IMPORTED VODKA,370,34003,Absolut Swedish Vodka 80 Prf,200,$3.99,$5.99,2,$11.98,0.4,0.11
76347,04/07/2015,3621,SHELDON,51201,71.0,O'Brien,1081600.0,WHISKEY LIQUEUR,259,86796,Southern Host Whiskey Liqueur,750,$5.37,$8.06,12,$96.72,9.0,2.38
86012,02/24/2016,3932,MAPLETON,51034,67.0,Monona,1022100.0,TEQUILA,395,89197,Jose Cuervo Especial Reposado Tequila,1000,$12.50,$18.75,12,$225.00,12.0,3.17
162163,09/30/2015,2576,STORM LAKE,50588,11.0,Buena Vista,1031200.0,VODKA FLAVORED,380,41707,Phillips Lime Flavored Vodka,1000,$5.78,$8.67,2,$17.34,2.0,0.53
150138,10/01/2015,4464,ELDRIDGE,52748,82.0,Scott,1012100.0,CANADIAN WHISKIES,260,10807,Crown Royal Regal Apple,750,$15.00,$22.50,12,$270.00,9.0,2.38
55129,10/27/2015,5176,CEDAR RAPIDS,52405,57.0,Linn,1041100.0,AMERICAN DRY GINS,370,32231,Seagrams Extra Dry Gin Mini,500,$3.30,$4.95,1,$4.95,0.5,0.13
165222,11/11/2015,4129,AMES,50010,85.0,Story,1022100.0,TEQUILA,395,89198,Jose Cuervo Especial Reposado Tequila,1750,$20.25,$30.38,3,$91.14,5.25,1.39
45494,12/23/2015,2567,DAVENPORT,52806,82.0,Scott,1031080.0,VODKA 80 PROOF,301,38177,Titos Handmade Vodka,1000,$11.92,$17.88,12,$214.56,12.0,3.17
16422,12/03/2015,4013,TIPTON,52772,16.0,Cedar,1012100.0,CANADIAN WHISKIES,260,11296,Crown Royal,750,$15.00,$22.50,12,$270.00,9.0,2.38
164087,12/02/2015,3928,NORTH LIBERTY,52317,52.0,Johnson,1052010.0,IMPORTED GRAPE BRANDIES,420,48106,Hennessy Vs Cognac,750,$18.99,$28.49,12,$341.88,9.0,2.38
152352,07/28/2015,3420,WINDSOR HEIGHTS,50311,77.0,Polk,1022100.0,TEQUILA,395,89198,Jose Cuervo Especial Reposado Tequila,1750,$20.25,$30.38,144,$4374.72,252.0,66.57
211025,05/20/2015,2622,IOWA CITY,52240,52.0,Johnson,1022100.0,TEQUILA,205,87643,Familia Camarena Silver,750,$10.00,$15.00,3,$45.00,2.25,0.59
187068,04/15/2015,2609,AMES,50010,85.0,Story,1031200.0,VODKA FLAVORED,300,41019,360 Double Chocolate Vodka,750,$7.00,$10.50,4,$42.00,3.0,0.79
816,12/10/2015,2593,CARROLL,51401,14.0,Carroll,1031080.0,VODKA 80 PROOF,55,37936,Skol Vodka,750,$3.64,$5.46,12,$65.52,9.0,2.38
177632,01/26/2016,3622,SPIRIT LAKE,51360,30.0,Dickinson,1062310.0,SPICED RUM,260,43338,Captain Morgan Spiced Rum,1750,$18.00,$27.00,12,$324.00,21.0,5.55
245216,06/09/2015,2552,CEDAR RAPIDS,52404,57.0,Linn,1012100.0,CANADIAN WHISKIES,115,10552,Black Velvet Cinnamon Rush Mini,600,$5.94,$8.91,12,$106.92,7.2,1.9
229868,02/18/2015,3013,BLOOMFIELD,52537,26.0,Davis,1032080.0,IMPORTED VODKA,260,34456,Ketel One Imported Vodka,750,$14.00,$21.00,2,$42.00,1.5,0.4
21776,12/09/2015,5135,HUXLEY,50124,85.0,Story,1101100.0,AMERICAN ALCOHOL,434,41846,Everclear Alcohol,750,$9.00,$13.50,2,$27.00,1.5,0.4
93095,01/08/2015,2626,DES MOINES,50311,77.0,Polk,1051010.0,AMERICAN GRAPE BRANDIES,115,53213,Paul Masson Grande Amber Brandy,200,$1.96,$2.94,24,$70.56,4.8,1.27
123686,08/19/2015,3857,WAUKON,52172,3.0,Allamakee,1081600.0,WHISKEY LIQUEUR,421,64864,Fireball Cinnamon Whisky,375,$5.33,$8.00,4,$32.00,1.5,0.4
112809,09/28/2015,2590,CEDAR RAPIDS,52402,57.0,Linn,1031200.0,VODKA FLAVORED,259,941850,Burnett's Orange Cream Vodka,750,$4.83,$7.25,24,$174.00,18.0,4.76
44731,02/12/2015,2616,CLINTON,52732,23.0,Clinton,1062300.0,FLAVORED RUM,35,43136,Bacardi Limon,750,$7.75,$12.00,3,$36.00,2.25,0.59
2725,09/03/2015,2515,MASON CITY,50401,17.0,Cerro Gordo,1081600.0,WHISKEY LIQUEUR,85,86888,Southern Comfort PET,1750,$20.26,$30.39,2,$60.78,3.5,0.92
255443,01/21/2016,5132,DES MOINES,50315,77.0,Polk,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,259,65194,Hpnotiq,375,$6.35,$9.53,1,$9.53,0.38,0.1
118997,12/18/2015,3644,ALTOONA,50009,77.0,Polk,1031080.0,VODKA 80 PROOF,380,37348,Phillips Vodka,1750,$7.60,$11.40,12,$136.80,21.0,5.55
256986,02/11/2016,4265,WATERLOO,50702,7.0,Black Hawk,1071100.0,AMERICAN COCKTAILS,285,56957,Bartenders Hot Sex,1000,$5.28,$7.92,12,$95.04,12.0,3.17
124081,06/01/2015,2554,DAVENPORT,52802,82.0,Scott,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,43128,Bacardi Superior Rum,1750,$15.00,$22.50,12,$270.00,21.0,5.55
247243,08/18/2015,4143,LAWLER,52154,19.0,Chickasaw,1081390.0,IMPORTED SCHNAPPS,421,69637,Dr. Mcgillicuddy's Cherry Schnapps,1000,$11.00,$16.50,12,$198.00,12.0,3.17
2584,02/09/2016,3626,SPENCER,51301,21.0,Clay,1031080.0,VODKA 80 PROOF,434,36308,Hawkeye Vodka,1750,$7.17,$10.76,18,$193.68,31.5,8.32
199898,11/04/2015,3723,ONAWA,51040,67.0,Monona,1012100.0,CANADIAN WHISKIES,115,11771,Black Velvet Mini,600,$6.80,$10.20,4,$40.80,2.4,0.63
